Date,Année,Mois,Jour,Prix
2015-10-13,2015,10,13,217.26
2015-10-14,2015,10,14,216.49
2015-10-15,2015,10,15,218.23
2015-10-16,2015,10,16,220.17
2015-10-17,2015,10,17,223.13
2015-10-18,2015,10,18,230.51
2015-10-19,2015,10,19,235.51
2015-10-20,2015,10,20,229.59
2015-10-21,2015,10,21,232.53
2015-10-22,2015,10,22,237.44
2015-10-23,2015,10,23,234.78
2015-10-24,2015,10,24,246.46
2015-10-25,2015,10,25,250.32
2015-10-26,2015,10,26,255.85
2015-10-27,2015,10,27,260.05
2015-10-28,2015,10,28,257.79
2015-10-29,2015,10,29,265.79
2015-10-30,2015,10,30,276.79
2015-10-31,2015,10,31,284.68
2015-11-01,2015,11,1,296.65
2015-11-02,2015,11,2,282.41
2015-11-03,2015,11,3,296.09
2015-11-04,2015,11,4,318.5
2015-11-05,2015,11,5,360.02
2015-11-06,2015,11,6,368.09
2015-11-07,2015,11,7,349.52
2015-11-08,2015,11,8,342.73
2015-11-09,2015,11,9,357.93
2015-11-10,2015,11,10,346.22
2015-11-11,2015,11,11,352.13
2015-11-12,2015,11,12,315.33
2015-11-13,2015,11,13,286.21
2015-11-14,2015,11,14,309.1
2015-11-15,2015,11,15,312.61
2015-11-16,2015,11,16,309.63
2015-11-17,2015,11,17,298.41
2015-11-18,2015,11,18,309.68
2015-11-19,2015,11,19,314.69
2015-11-20,2015,11,20,315.92
2015-11-21,2015,11,21,304.28
2015-11-22,2015,11,22,301.92
2015-11-23,2015,11,23,305.75
2015-11-24,2015,11,24,304.27
2015-11-25,2015,11,25,304.01
2015-11-26,2015,11,26,300.15
2015-11-27,2015,11,27,308.84
2015-11-28,2015,11,28,336.43
2015-11-29,2015,11,29,340.9
2015-11-30,2015,11,30,337.09
2015-12-01,2015,12,1,351.09
2015-12-02,2015,12,2,357.2
2015-12-03,2015,12,3,342.33
2015-12-04,2015,12,4,339.9
2015-12-05,2015,12,5,331.71
2015-12-06,2015,12,6,334.91
2015-12-07,2015,12,7,352.72
2015-12-08,2015,12,8,361.74
2015-12-09,2015,12,9,363.8
2015-12-10,2015,12,10,376.84
2015-12-11,2015,12,11,377.31
2015-12-12,2015,12,12,379.72
2015-12-13,2015,12,13,404.58
2015-12-14,2015,12,14,393.89
2015-12-15,2015,12,15,395.59
2015-12-16,2015,12,16,401.06
2015-12-17,2015,12,17,421.85
2015-12-18,2015,12,18,413.98
2015-12-19,2015,12,19,418.48
2015-12-20,2015,12,20,425.07
2015-12-21,2015,12,21,424.75
2015-12-22,2015,12,22,407.26
2015-12-23,2015,12,23,400.17
2015-12-24,2015,12,24,397.6
2015-12-25,2015,12,25,405.3
2015-12-26,2015,12,26,414.87
2015-12-27,2015,12,27,414.88
2015-12-28,2015,12,28,381.71
2015-12-29,2015,12,29,387.8
2015-12-30,2015,12,30,384.32
2015-12-31,2015,12,31,395.16
2016-01-01,2016,1,1,391.97
2016-01-02,2016,1,2,396.94
2016-01-03,2016,1,3,400.52
2016-01-04,2016,1,4,399.81
2016-01-05,2016,1,5,396.66
2016-01-06,2016,1,6,400.14
2016-01-07,2016,1,7,401.8
2016-01-08,2016,1,8,401.23
2016-01-09,2016,1,9,419.31
2016-01-10,2016,1,10,415.82
2016-01-11,2016,1,11,412.17
2016-01-12,2016,1,12,410.07
2016-01-13,2016,1,13,415.18
2016-01-14,2016,1,14,412.73
2016-01-15,2016,1,15,399.57
2016-01-16,2016,1,16,397.04
2016-01-17,2016,1,17,343.91
2016-01-18,2016,1,18,356.13
2016-01-19,2016,1,19,352.53
2016-01-20,2016,1,20,355.22
2016-01-21,2016,1,21,349.22
2016-01-22,2016,1,22,380.93
2016-01-23,2016,1,23,378.66
2016-01-24,2016,1,24,358.23
2016-01-25,2016,1,25,359.76
2016-01-26,2016,1,26,373.67
2016-01-27,2016,1,27,363.26
2016-01-28,2016,1,28,361.88
2016-01-29,2016,1,29,363.67
2016-01-30,2016,1,30,348.9
2016-01-31,2016,1,31,351.06
2016-02-01,2016,2,1,349.27
2016-02-02,2016,2,2,343.26
2016-02-03,2016,2,3,342.57
2016-02-04,2016,2,4,342.95
2016-02-05,2016,2,5,333.17
2016-02-06,2016,2,6,348.87
2016-02-07,2016,2,7,344.77
2016-02-08,2016,2,8,336.65
2016-02-09,2016,2,9,335.48
2016-02-10,2016,2,10,331.9
2016-02-11,2016,2,11,333.18
2016-02-12,2016,2,12,336.79
2016-02-13,2016,2,13,334.1
2016-02-14,2016,2,14,339.84
2016-02-15,2016,2,15,344.5
2016-02-16,2016,2,16,357.96
2016-02-17,2016,2,17,357.07
2016-02-18,2016,2,18,364.23
2016-02-19,2016,2,19,373.62
2016-02-20,2016,2,20,379.01
2016-02-21,2016,2,21,376.2
2016-02-22,2016,2,22,394.96
2016-02-23,2016,2,23,391.08
2016-02-24,2016,2,24,393.63
2016-02-25,2016,2,25,380.85
2016-02-26,2016,2,26,383.31
2016-02-27,2016,2,27,383.82
2016-02-28,2016,2,28,391.06
2016-02-29,2016,2,29,393.98
2016-03-01,2016,3,1,393.28
2016-03-02,2016,3,2,398.29
2016-03-03,2016,3,3,397.45
2016-03-04,2016,3,4,390.29
2016-03-05,2016,3,5,384.18
2016-03-06,2016,3,6,371.52
2016-03-07,2016,3,7,360.16
2016-03-08,2016,3,8,366.46
2016-03-09,2016,3,9,375.24
2016-03-10,2016,3,10,373.9
2016-03-11,2016,3,11,375.02
2016-03-12,2016,3,12,373.03
2016-03-13,2016,3,13,375.71
2016-03-14,2016,3,14,367.35
2016-03-15,2016,3,15,367.83
2016-03-16,2016,3,16,373.95
2016-03-17,2016,3,17,374.07
2016-03-18,2016,3,18,372.32
2016-03-19,2016,3,19,371.53
2016-03-20,2016,3,20,364.43
2016-03-21,2016,3,21,364.47
2016-03-22,2016,3,22,367.09
2016-03-23,2016,3,23,366.87
2016-03-24,2016,3,24,371.49
2016-03-25,2016,3,25,372.59
2016-03-26,2016,3,26,372.43
2016-03-27,2016,3,27,373.37
2016-03-28,2016,3,28,374.12
2016-03-29,2016,3,29,381.55
2016-03-30,2016,3,30,378.3
2016-03-31,2016,3,31,369.52
2016-04-01,2016,4,1,364.78
2016-04-02,2016,4,2,367.41
2016-04-03,2016,4,3,367.35
2016-04-04,2016,4,4,369.95
2016-04-05,2016,4,5,369.75
2016-04-06,2016,4,6,369.65
2016-04-07,2016,4,7,372.66
2016-04-08,2016,4,8,371.18
2016-04-09,2016,4,9,370.93
2016-04-10,2016,4,10,369.12
2016-04-11,2016,4,11,368.39
2016-04-12,2016,4,12,369.67
2016-04-13,2016,4,13,370.9
2016-04-14,2016,4,14,374.28
2016-04-15,2016,4,15,375.47
2016-04-16,2016,4,16,377.09
2016-04-17,2016,4,17,380.94
2016-04-18,2016,4,18,382.21
2016-04-19,2016,4,19,378.39
2016-04-20,2016,4,20,379.01
2016-04-21,2016,4,21,383.98
2016-04-22,2016,4,22,390.89
2016-04-23,2016,4,23,398.36
2016-04-24,2016,4,24,397.7
2016-04-25,2016,4,25,400.93
2016-04-26,2016,4,26,408.15
2016-04-27,2016,4,27,412.29
2016-04-28,2016,4,28,414.23
2016-04-29,2016,4,29,396.5
2016-04-30,2016,4,30,397.71
2016-05-01,2016,5,1,399.16
2016-05-02,2016,5,2,391.17
2016-05-03,2016,5,3,395.39
2016-05-04,2016,5,4,387.01
2016-05-05,2016,5,5,393.34
2016-05-06,2016,5,6,389.94
2016-05-07,2016,5,7,394.08
2016-05-08,2016,5,8,404.14
2016-05-09,2016,5,9,403.05
2016-05-10,2016,5,10,402.66
2016-05-11,2016,5,11,406.71
2016-05-12,2016,5,12,397.21
2016-05-13,2016,5,13,397.24
2016-05-14,2016,5,14,400.65
2016-05-15,2016,5,15,403.42
2016-05-16,2016,5,16,403.34
2016-05-17,2016,5,17,404.94
2016-05-18,2016,5,18,401.91
2016-05-19,2016,5,19,402.41
2016-05-20,2016,5,20,403.6
2016-05-21,2016,5,21,393.49
2016-05-22,2016,5,22,395.47
2016-05-23,2016,5,23,395.61
2016-05-24,2016,5,24,391.66
2016-05-25,2016,5,25,394.8
2016-05-26,2016,5,26,399.38
2016-05-27,2016,5,27,402.43
2016-05-28,2016,5,28,404.15
2016-05-29,2016,5,29,423.33
2016-05-30,2016,5,30,471.08
2016-05-31,2016,5,31,465.49
2016-06-01,2016,6,1,476.46
2016-06-02,2016,6,2,477.49
2016-06-03,2016,6,3,480.81
2016-06-04,2016,6,4,482.39
2016-06-05,2016,6,5,500.79
2016-06-06,2016,6,6,504.86
2016-06-07,2016,6,7,506.19
2016-06-08,2016,6,8,514.35
2016-06-09,2016,6,9,508.62
2016-06-10,2016,6,10,510.3
2016-06-11,2016,6,11,509.93
2016-06-12,2016,6,12,515.56
2016-06-13,2016,6,13,529.18
2016-06-14,2016,6,14,592.24
2016-06-15,2016,6,15,623.02
2016-06-16,2016,6,16,613.28
2016-06-17,2016,6,17,617.05
2016-06-18,2016,6,18,683.49
2016-06-19,2016,6,19,664.31
2016-06-20,2016,6,20,672.9
2016-06-21,2016,6,21,676.87
2016-06-22,2016,6,22,648.84
2016-06-23,2016,6,23,597.47
2016-06-24,2016,6,24,527.59
2016-06-25,2016,6,25,550.64
2016-06-26,2016,6,26,605.31
2016-06-27,2016,6,27,608.11
2016-06-28,2016,6,28,574.82
2016-06-29,2016,6,29,592.13
2016-06-30,2016,6,30,587.5
2016-07-01,2016,7,1,575.33
2016-07-02,2016,7,2,607.76
2016-07-03,2016,7,3,609.29
2016-07-04,2016,7,4,630.64
2016-07-05,2016,7,5,599.4
2016-07-06,2016,7,6,611.72
2016-07-07,2016,7,7,608.31
2016-07-08,2016,7,8,613.05
2016-07-09,2016,7,9,581.37
2016-07-10,2016,7,10,606.77
2016-07-11,2016,7,11,595.04
2016-07-12,2016,7,12,589.18
2016-07-13,2016,7,13,589.05
2016-07-14,2016,7,14,610.55
2016-07-15,2016,7,15,598.04
2016-07-16,2016,7,16,597.15
2016-07-17,2016,7,17,604.76
2016-07-18,2016,7,18,603.56
2016-07-19,2016,7,19,614.5
2016-07-20,2016,7,20,610.71
2016-07-21,2016,7,21,611.56
2016-07-22,2016,7,22,606.22
2016-07-23,2016,7,23,604.08
2016-07-24,2016,7,24,594.42
2016-07-25,2016,7,25,600.93
2016-07-26,2016,7,26,603.1
2016-07-27,2016,7,27,594.34
2016-07-28,2016,7,28,594.11
2016-07-29,2016,7,29,593.15
2016-07-30,2016,7,30,591.92
2016-07-31,2016,7,31,588.61
2016-08-01,2016,8,1,585.32
2016-08-02,2016,8,2,555.89
2016-08-03,2016,8,3,535.12
2016-08-04,2016,8,4,457.19
2016-08-05,2016,8,5,509.9
2016-08-06,2016,8,6,524.54
2016-08-07,2016,8,7,522.72
2016-08-08,2016,8,8,534.73
2016-08-09,2016,8,9,539.9
2016-08-10,2016,8,10,537.13
2016-08-11,2016,8,11,531.42
2016-08-12,2016,8,12,530.47
2016-08-13,2016,8,13,529.85
2016-08-14,2016,8,14,527.15
2016-08-15,2016,8,15,525.39
2016-08-16,2016,8,16,510.88
2016-08-17,2016,8,17,509.21
2016-08-18,2016,8,18,515.92
2016-08-19,2016,8,19,508.65
2016-08-20,2016,8,20,507.43
2016-08-21,2016,8,21,509.32
2016-08-22,2016,8,22,515.09
2016-08-23,2016,8,23,513.72
2016-08-24,2016,8,24,519.16
2016-08-25,2016,8,25,516.06
2016-08-26,2016,8,26,515.0
2016-08-27,2016,8,27,511.39
2016-08-28,2016,8,28,516.42
2016-08-29,2016,8,29,508.91
2016-08-30,2016,8,30,511.98
2016-08-31,2016,8,31,512.32
2016-09-01,2016,9,1,516.43
2016-09-02,2016,9,2,513.07
2016-09-03,2016,9,3,510.22
2016-09-04,2016,9,4,513.85
2016-09-05,2016,9,5,531.48
2016-09-06,2016,9,6,542.0
2016-09-07,2016,9,7,542.18
2016-09-08,2016,9,8,542.75
2016-09-09,2016,9,9,547.18
2016-09-10,2016,9,10,556.03
2016-09-11,2016,9,11,554.62
2016-09-12,2016,9,12,556.53
2016-09-13,2016,9,13,539.56
2016-09-14,2016,9,14,541.3
2016-09-15,2016,9,15,544.45
2016-09-16,2016,9,16,544.0
2016-09-17,2016,9,17,541.64
2016-09-18,2016,9,18,544.21
2016-09-19,2016,9,19,542.79
2016-09-20,2016,9,20,545.16
2016-09-21,2016,9,21,543.91
2016-09-22,2016,9,22,544.62
2016-09-23,2016,9,23,533.97
2016-09-24,2016,9,24,531.3
2016-09-25,2016,9,25,537.9
2016-09-26,2016,9,26,539.34
2016-09-27,2016,9,27,536.01
2016-09-28,2016,9,28,541.3
2016-09-29,2016,9,29,542.14
2016-09-30,2016,9,30,541.75
2016-10-01,2016,10,1,540.34
2016-10-02,2016,10,2,545.3
2016-10-03,2016,10,3,549.89
2016-10-04,2016,10,4,545.72
2016-10-05,2016,10,5,546.9
2016-10-06,2016,10,6,546.71
2016-10-07,2016,10,7,549.96
2016-10-08,2016,10,8,550.68
2016-10-09,2016,10,9,556.12
2016-10-10,2016,10,10,555.59
2016-10-11,2016,10,11,552.88
2016-10-12,2016,10,12,556.09
2016-10-13,2016,10,13,582.24
2016-10-14,2016,10,14,579.33
2016-10-15,2016,10,15,574.85
2016-10-16,2016,10,16,583.05
2016-10-17,2016,10,17,582.64
2016-10-18,2016,10,18,585.22
2016-10-19,2016,10,19,581.18
2016-10-20,2016,10,20,582.04
2016-10-21,2016,10,21,576.29
2016-10-22,2016,10,22,579.09
2016-10-23,2016,10,23,582.17
2016-10-24,2016,10,24,601.69
2016-10-25,2016,10,25,599.9
2016-10-26,2016,10,26,600.17
2016-10-27,2016,10,27,601.59
2016-10-28,2016,10,28,620.56
2016-10-29,2016,10,29,628.72
2016-10-30,2016,10,30,628.12
2016-10-31,2016,10,31,645.13
2016-11-01,2016,11,1,628.48
2016-11-02,2016,11,2,634.14
2016-11-03,2016,11,3,658.54
2016-11-04,2016,11,4,662.53
2016-11-05,2016,11,5,618.44
2016-11-06,2016,11,6,632.02
2016-11-07,2016,11,7,631.84
2016-11-08,2016,11,8,639.95
2016-11-09,2016,11,9,637.74
2016-11-10,2016,11,10,646.54
2016-11-11,2016,11,11,661.01
2016-11-12,2016,11,12,657.8
2016-11-13,2016,11,13,660.61
2016-11-14,2016,11,14,647.53
2016-11-15,2016,11,15,647.24
2016-11-16,2016,11,16,657.94
2016-11-17,2016,11,17,663.66
2016-11-18,2016,11,18,694.09
2016-11-19,2016,11,19,694.2
2016-11-20,2016,11,20,704.57
2016-11-21,2016,11,21,708.45
2016-11-22,2016,11,22,688.2
2016-11-23,2016,11,23,694.84
2016-11-24,2016,11,24,707.35
2016-11-25,2016,11,25,705.33
2016-11-26,2016,11,26,700.76
2016-11-27,2016,11,27,701.9
2016-11-28,2016,11,28,696.55
2016-11-29,2016,11,29,693.33
2016-11-30,2016,11,30,695.09
2016-12-01,2016,12,1,691.61
2016-12-02,2016,12,2,703.65
2016-12-03,2016,12,3,709.97
2016-12-04,2016,12,4,730.59
2016-12-05,2016,12,5,727.75
2016-12-06,2016,12,6,732.25
2016-12-07,2016,12,7,714.7
2016-12-08,2016,12,8,717.94
2016-12-09,2016,12,9,722.18
2016-12-10,2016,12,10,730.17
2016-12-11,2016,12,11,734.11
2016-12-12,2016,12,12,736.74
2016-12-13,2016,12,13,740.66
2016-12-14,2016,12,14,739.27
2016-12-15,2016,12,15,740.04
2016-12-16,2016,12,16,739.26
2016-12-17,2016,12,17,747.91
2016-12-18,2016,12,18,752.86
2016-12-19,2016,12,19,760.05
2016-12-20,2016,12,20,759.18
2016-12-21,2016,12,21,764.64
2016-12-22,2016,12,22,776.29
2016-12-23,2016,12,23,796.26
2016-12-24,2016,12,24,825.53
2016-12-25,2016,12,25,881.88
2016-12-26,2016,12,26,855.02
2016-12-27,2016,12,27,858.6
2016-12-28,2016,12,28,863.07
2016-12-29,2016,12,29,888.46
2016-12-30,2016,12,30,936.44
2016-12-31,2016,12,31,930.84
2017-01-01,2017,1,1,913.45
2017-01-02,2017,1,2,913.7
2017-01-03,2017,1,3,946.47
2017-01-04,2017,1,4,973.48
2017-01-05,2017,1,5,990.37
2017-01-06,2017,1,6,1073.81
2017-01-07,2017,1,7,941.38
2017-01-08,2017,1,8,846.85
2017-01-09,2017,1,9,854.12
2017-01-10,2017,1,10,866.14
2017-01-11,2017,1,11,859.78
2017-01-12,2017,1,12,866.43
2017-01-13,2017,1,13,750.87
2017-01-14,2017,1,14,771.5
2017-01-15,2017,1,15,781.57
2017-01-16,2017,1,16,770.39
2017-01-17,2017,1,17,777.51
2017-01-18,2017,1,18,789.56
2017-01-19,2017,1,19,855.16
2017-01-20,2017,1,20,827.91
2017-01-21,2017,1,21,843.65
2017-01-22,2017,1,22,841.11
2017-01-23,2017,1,23,864.59
2017-01-24,2017,1,24,862.01
2017-01-25,2017,1,25,862.57
2017-01-26,2017,1,26,838.05
2017-01-27,2017,1,27,836.72
2017-01-28,2017,1,28,859.85
2017-01-29,2017,1,29,860.77
2017-01-30,2017,1,30,861.51
2017-01-31,2017,1,31,856.49
2017-02-01,2017,2,1,861.99
2017-02-02,2017,2,2,900.53
2017-02-03,2017,2,3,918.95
2017-02-04,2017,2,4,938.11
2017-02-05,2017,2,5,942.19
2017-02-06,2017,2,6,959.79
2017-02-07,2017,2,7,943.85
2017-02-08,2017,2,8,953.77
2017-02-09,2017,2,9,987.91
2017-02-10,2017,2,10,990.85
2017-02-11,2017,2,11,921.34
2017-02-12,2017,2,12,940.8
2017-02-13,2017,2,13,950.4
2017-02-14,2017,2,14,945.91
2017-02-15,2017,2,15,944.51
2017-02-16,2017,2,16,957.38
2017-02-17,2017,2,17,958.91
2017-02-18,2017,2,18,979.32
2017-02-19,2017,2,19,993.0
2017-02-20,2017,2,20,998.12
2017-02-21,2017,2,21,991.58
2017-02-22,2017,2,22,1019.55
2017-02-23,2017,2,23,1063.66
2017-02-24,2017,2,24,1065.55
2017-02-25,2017,2,25,1113.34
2017-02-26,2017,2,26,1119.65
2017-02-27,2017,2,27,1090.37
2017-02-28,2017,2,28,1110.13
2017-03-01,2017,3,1,1124.17
2017-03-02,2017,3,2,1119.77
2017-03-03,2017,3,3,1156.18
2017-03-04,2017,3,4,1193.46
2017-03-05,2017,3,5,1210.2
2017-03-06,2017,3,6,1189.72
2017-03-07,2017,3,7,1192.98
2017-03-08,2017,3,8,1209.1
2017-03-09,2017,3,9,1167.45
2017-03-10,2017,3,10,1073.95
2017-03-11,2017,3,11,1127.61
2017-03-12,2017,3,12,1045.9
2017-03-13,2017,3,13,1105.85
2017-03-14,2017,3,14,1148.07
2017-03-15,2017,3,15,1157.07
2017-03-16,2017,3,16,1166.83
2017-03-17,2017,3,17,1169.9
2017-03-18,2017,3,18,1078.74
2017-03-19,2017,3,19,994.87
2017-03-20,2017,3,20,883.13
2017-03-21,2017,3,21,944.86
2017-03-22,2017,3,22,959.48
2017-03-23,2017,3,23,1024.58
2017-03-24,2017,3,24,957.05
2017-03-25,2017,3,25,952.73
2017-03-26,2017,3,26,858.4
2017-03-27,2017,3,27,878.53
2017-03-28,2017,3,28,884.57
2017-03-29,2017,3,29,953.97
2017-03-30,2017,3,30,959.37
2017-03-31,2017,3,31,960.89
2017-04-01,2017,4,1,963.7
2017-04-02,2017,4,2,1006.92
2017-04-03,2017,4,3,1018.38
2017-04-04,2017,4,4,1028.39
2017-04-05,2017,4,5,1073.27
2017-04-06,2017,4,6,1065.98
2017-04-07,2017,4,7,1060.21
2017-04-08,2017,4,8,1127.15
2017-04-09,2017,4,9,1123.86
2017-04-10,2017,4,10,1113.81
2017-04-11,2017,4,11,1131.66
2017-04-12,2017,4,12,1134.48
2017-04-13,2017,4,13,1150.08
2017-04-14,2017,4,14,1138.22
2017-04-15,2017,4,15,1103.49
2017-04-16,2017,4,16,1111.42
2017-04-17,2017,4,17,1098.7
2017-04-18,2017,4,18,1109.93
2017-04-19,2017,4,19,1116.08
2017-04-20,2017,4,20,1121.99
2017-04-21,2017,4,21,1127.57
2017-04-22,2017,4,22,1152.22
2017-04-23,2017,4,23,1158.34
2017-04-24,2017,4,24,1150.0
2017-04-25,2017,4,25,1143.71
2017-04-26,2017,4,26,1155.5
2017-04-27,2017,4,27,1168.51
2017-04-28,2017,4,28,1182.07
2017-04-29,2017,4,29,1214.77
2017-04-30,2017,4,30,1213.03
2017-05-01,2017,5,1,1214.95
2017-05-02,2017,5,2,1226.32
2017-05-03,2017,5,3,1258.54
2017-05-04,2017,5,4,1317.71
2017-05-05,2017,5,5,1376.41
2017-05-06,2017,5,6,1385.32
2017-05-07,2017,5,7,1378.04
2017-05-08,2017,5,8,1407.38
2017-05-09,2017,5,9,1418.82
2017-05-10,2017,5,10,1513.65
2017-05-11,2017,5,11,1572.26
2017-05-12,2017,5,12,1634.72
2017-05-13,2017,5,13,1690.57
2017-05-14,2017,5,14,1557.8
2017-05-15,2017,5,15,1637.8
2017-05-16,2017,5,16,1641.25
2017-05-17,2017,5,17,1598.45
2017-05-18,2017,5,18,1604.2
2017-05-19,2017,5,19,1648.68
2017-05-20,2017,5,20,1704.02
2017-05-21,2017,5,21,1751.84
2017-05-22,2017,5,22,1805.73
2017-05-23,2017,5,23,1803.6
2017-05-24,2017,5,24,1858.53
2017-05-25,2017,5,25,1995.49
2017-05-26,2017,5,26,2124.19
2017-05-27,2017,5,27,1998.17
2017-05-28,2017,5,28,1986.17
2017-05-29,2017,5,29,1800.97
2017-05-30,2017,5,30,1902.86
2017-05-31,2017,5,31,2043.19
2017-06-01,2017,6,1,1923.75
2017-06-02,2017,6,2,2051.72
2017-06-03,2017,6,3,2132.19
2017-06-04,2017,6,4,2220.76
2017-06-05,2017,6,5,2269.98
2017-06-06,2017,6,6,2246.48
2017-06-07,2017,6,7,2392.58
2017-06-08,2017,6,8,2553.86
2017-06-09,2017,6,9,2411.65
2017-06-10,2017,6,10,2506.41
2017-06-11,2017,6,11,2534.67
2017-06-12,2017,6,12,2522.92
2017-06-13,2017,6,13,2607.78
2017-06-14,2017,6,14,2337.44
2017-06-15,2017,6,15,2405.65
2017-06-16,2017,6,16,2206.71
2017-06-17,2017,6,17,2166.59
2017-06-18,2017,6,18,2218.27
2017-06-19,2017,6,19,2356.5
2017-06-20,2017,6,20,2231.08
2017-06-21,2017,6,21,2293.28
2017-06-22,2017,6,22,2440.94
2017-06-23,2017,6,23,2365.3
2017-06-24,2017,6,24,2399.69
2017-06-25,2017,6,25,2404.03
2017-06-26,2017,6,26,2288.28
2017-06-27,2017,6,27,2224.37
2017-06-28,2017,6,28,2142.36
2017-06-29,2017,6,29,2226.8
2017-06-30,2017,6,30,2248.93
2017-07-01,2017,7,1,2217.44
2017-07-02,2017,7,2,2147.76
2017-07-03,2017,7,3,2109.41
2017-07-04,2017,7,4,2201.95
2017-07-05,2017,7,5,2249.87
2017-07-06,2017,7,6,2292.74
2017-07-07,2017,7,7,2296.27
2017-07-08,2017,7,8,2288.03
2017-07-09,2017,7,9,2203.83
2017-07-10,2017,7,10,2244.06
2017-07-11,2017,7,11,2206.51
2017-07-12,2017,7,12,2052.97
2017-07-13,2017,7,13,2022.15
2017-07-14,2017,7,14,2090.75
2017-07-15,2017,7,15,2053.46
2017-07-16,2017,7,16,1940.75
2017-07-17,2017,7,17,1725.15
2017-07-18,2017,7,18,1670.64
2017-07-19,2017,7,19,1934.48
2017-07-20,2017,7,20,2011.31
2017-07-21,2017,7,21,1968.05
2017-07-22,2017,7,22,2436.04
2017-07-23,2017,7,23,2295.68
2017-07-24,2017,7,24,2424.4
2017-07-25,2017,7,25,2363.29
2017-07-26,2017,7,26,2378.55
2017-07-27,2017,7,27,2214.34
2017-07-28,2017,7,28,2184.32
2017-07-29,2017,7,29,2294.55
2017-07-30,2017,7,30,2381.08
2017-07-31,2017,7,31,2318.37
2017-08-01,2017,8,1,2369.13
2017-08-02,2017,8,2,2467.06
2017-08-03,2017,8,3,2328.56
2017-08-04,2017,8,4,2283.06
2017-08-05,2017,8,5,2373.92
2017-08-06,2017,8,6,2431.35
2017-08-07,2017,8,7,2759.23
2017-08-08,2017,8,8,2734.11
2017-08-09,2017,8,9,2874.39
2017-08-10,2017,8,10,2925.29
2017-08-11,2017,8,11,2869.25
2017-08-12,2017,8,12,2916.3
2017-08-13,2017,8,13,3110.91
2017-08-14,2017,8,14,3289.21
2017-08-15,2017,8,15,3458.17
2017-08-16,2017,8,16,3681.48
2017-08-17,2017,8,17,3546.95
2017-08-18,2017,8,18,3733.59
2017-08-19,2017,8,19,3646.62
2017-08-20,2017,8,20,3530.94
2017-08-21,2017,8,21,3555.68
2017-08-22,2017,8,22,3485.58
2017-08-23,2017,8,23,3406.71
2017-08-24,2017,8,24,3500.83
2017-08-25,2017,8,25,3541.95
2017-08-26,2017,8,26,3686.73
2017-08-27,2017,8,27,3681.86
2017-08-28,2017,8,28,3663.49
2017-08-29,2017,8,29,3644.45
2017-08-30,2017,8,30,3671.02
2017-08-31,2017,8,31,3820.26
2017-09-01,2017,9,1,3839.76
2017-09-02,2017,9,2,3983.95
2017-09-03,2017,9,3,4145.42
2017-09-04,2017,9,4,3893.78
2017-09-05,2017,9,5,3924.31
2017-09-06,2017,9,6,3672.46
2017-09-07,2017,9,7,3780.82
2017-09-08,2017,9,8,3912.34
2017-09-09,2017,9,9,3883.01
2017-09-10,2017,9,10,3662.21
2017-09-11,2017,9,11,3635.77
2017-09-12,2017,9,12,3578.29
2017-09-13,2017,9,13,3544.73
2017-09-14,2017,9,14,3492.99
2017-09-15,2017,9,15,3250.09
2017-09-16,2017,9,16,2735.87
2017-09-17,2017,9,17,3157.37
2017-09-18,2017,9,18,3125.83
2017-09-19,2017,9,19,3112.56
2017-09-20,2017,9,20,3454.42
2017-09-21,2017,9,21,3274.26
2017-09-22,2017,9,22,3264.22
2017-09-23,2017,9,23,3045.85
2017-09-24,2017,9,24,3055.18
2017-09-25,2017,9,25,3182.26
2017-09-26,2017,9,26,3093.01
2017-09-27,2017,9,27,3316.26
2017-09-28,2017,9,28,3284.23
2017-09-29,2017,9,29,3570.58
2017-09-30,2017,9,30,3547.04
2017-10-01,2017,10,1,3517.27
2017-10-02,2017,10,2,3666.89
2017-10-03,2017,10,3,3697.62
2017-10-04,2017,10,4,3743.93
2017-10-05,2017,10,5,3678.23
2017-10-06,2017,10,6,3600.86
2017-10-07,2017,10,7,3682.08
2017-10-08,2017,10,8,3707.64
2017-10-09,2017,10,9,3767.68
2017-10-10,2017,10,10,3883.93
2017-10-11,2017,10,11,4046.34
2017-10-12,2017,10,12,4022.61
2017-10-13,2017,10,13,4061.99
2017-10-14,2017,10,14,4546.49
2017-10-15,2017,10,15,4746.28
2017-10-16,2017,10,16,4884.29
2017-10-17,2017,10,17,4780.31
2017-10-18,2017,10,18,4858.88
2017-10-19,2017,10,19,4758.56
2017-10-20,2017,10,20,4754.53
2017-10-21,2017,10,21,4808.71
2017-10-22,2017,10,22,5065.72
2017-10-23,2017,10,23,5127.37
2017-10-24,2017,10,24,5100.86
2017-10-25,2017,10,25,5006.49
2017-10-26,2017,10,26,4754.15
2017-10-27,2017,10,27,4895.13
2017-10-28,2017,10,28,5071.09
2017-10-29,2017,10,29,5004.47
2017-10-30,2017,10,30,4975.19
2017-10-31,2017,10,31,5275.75
2017-11-01,2017,11,1,5288.64
2017-11-02,2017,11,2,5540.38
2017-11-03,2017,11,3,5870.89
2017-11-04,2017,11,4,6077.35
2017-11-05,2017,11,5,6248.98
2017-11-06,2017,11,6,6384.05
2017-11-07,2017,11,7,6415.64
2017-11-08,2017,11,8,6048.21
2017-11-09,2017,11,9,6178.49
2017-11-10,2017,11,10,6479.81
2017-11-11,2017,11,11,6191.79
2017-11-12,2017,11,12,5710.94
